Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 57.03, Median Loss: 57.03, Std Loss: 57.03, Mean Reward: -0.53, Median Reward: 0.45, Std Reward: -26.70
Episode: 74, step: 9, Pop: 7/5, Epsilon: 0.73, Mean Loss: 31.74, Median Loss: 31.74, Std Loss: 31.74, Mean Reward: -0.71, Median Reward: 0.95, Std Reward: -35.50
Episode: 75, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 20.13, Median Loss: 20.13, Std Loss: 20.13, Mean Reward: 0.04, Median Reward: 1.45, Std Reward: 2.00
Episode: 76, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 30.28, Median Loss: 30.28, Std Loss: 30.28, Mean Reward: 0.40, Median Reward: 0.95, Std Reward: 20.00
Episode: 77, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 19.51, Median Loss: 19.51, Std Loss: 19.51, Mean Reward: 0.56, Median Reward: 0.95, Std Reward: 27.90
Episode: 78, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 26.52, Median Loss: 26.52, Std Loss: 26.52, Mean Reward: -0.11, Median Reward: 0.95, Std Reward: -5.60
Episode: 79, step: 9, Pop: 7/5, Epsilon: 0.71, Mean Loss: 24.09, Median Loss: 24.09, Std Loss: 24.09, Mean Reward: -1.91, Median Reward: 0.45, Std Reward: -95.50
Episode: 80, step: 9, Pop: 6/5, Epsilon: 0.71, Mean Loss: 23.34, Median Loss: 23.34, Std Loss: 23.34, Mean Reward: 0.12, Median Reward: 0.95, Std Reward: 6.10
Episode: 81, step: 9, Pop: 8/5, Epsilon: 0.71, Mean Loss: 13.29, Median Loss: 13.29, Std Loss: 13.29, Mean Reward: -1.50, Median Reward: 0.45, Std Reward: -75.10
Episode: 82, step: 9, Pop: 7/5, Epsilon: 0.70, Mean Loss: 13.20, Median Loss: 13.20, Std Loss: 13.20, Mean Reward: 0.76, Median Reward: 0.95, Std Reward: 37.80
Episode: 83, step: 9, Pop: 9/5, Epsilon: 0.70, Mean Loss: 12.99, Median Loss: 12.99, Std Loss: 12.99, Mean Reward: -0.44, Median Reward: 0.95, Std Reward: -22.00
Episode: 84, step: 9, Pop: 9/5, Epsilon: 0.70, Mean Loss: 26.92, Median Loss: 26.92, Std Loss: 26.92, Mean Reward: -0.66, Median Reward: 0.45, Std Reward: -32.80
Episode: 85, step: 9, Pop: 3/5, Epsilon: 0.69, Mean Loss: 14.28, Median Loss: 14.28, Std Loss: 14.28, Mean Reward: 1.73, Median Reward: 0.95, Std Reward: 86.50
Episode: 86, step: 9, Pop: 7/5, Epsilon: 0.69, Mean Loss: 23.32, Median Loss: 23.32, Std Loss: 23.32, Mean Reward: -0.02, Median Reward: 0.95, Std Reward: -1.00
Episode: 87, step: 9, Pop: 9/5, Epsilon: 0.69, Mean Loss: 17.58, Median Loss: 17.58, Std Loss: 17.58, Mean Reward: -1.45, Median Reward: 0.95, Std Reward: -72.50
Episode: 88, step: 9, Pop: 8/5, Epsilon: 0.68, Mean Loss: 16.32, Median Loss: 16.32, Std Loss: 16.32, Mean Reward: -1.03, Median Reward: 0.95, Std Reward: -51.50
Episode: 89, step: 9, Pop: 6/5, Epsilon: 0.68, Mean Loss: 15.13, Median Loss: 15.13, Std Loss: 15.13, Mean Reward: 0.77, Median Reward: 0.95, Std Reward: 38.50
Episode: 90, step: 9, Pop: 4/5, Epsilon: 0.68, Mean Loss: 20.11, Median Loss: 20.11, Std Loss: 20.11, Mean Reward: 0.59, Median Reward: 0.45, Std Reward: 29.60
Episode: 91, step: 9, Pop: 6/5, Epsilon: 0.68, Mean Loss: 11.37, Median Loss: 11.37, Std Loss: 11.37, Mean Reward: -0.31, Median Reward: 0.95, Std Reward: -15.40
Episode: 92, step: 9, Pop: 7/5, Epsilon: 0.67, Mean Loss: 12.64, Median Loss: 12.64, Std Loss: 12.64, Mean Reward: 0.45, Median Reward: 0.95, Std Reward: 22.30
Episode: 93, step: 9, Pop: 6/5, Epsilon: 0.67, Mean Loss: 14.87, Median Loss: 14.87, Std Loss: 14.87, Mean Reward: -0.61, Median Reward: 0.45, Std Reward: -30.50
Episode: 94, step: 9, Pop: 6/5, Epsilon: 0.67, Mean Loss: 19.85, Median Loss: 19.85, Std Loss: 19.85, Mean Reward: -0.37, Median Reward: 0.45, Std Reward: -18.60
Episode: 95, step: 9, Pop: 5/5, Epsilon: 0.67, Mean Loss: 14.46, Median Loss: 14.46, Std Loss: 14.46, Mean Reward: -0.87, Median Reward: 0.95, Std Reward: -43.50
Episode: 96, step: 9, Pop: 7/5, Epsilon: 0.66, Mean Loss: 23.12, Median Loss: 23.12, Std Loss: 23.12, Mean Reward: -1.58, Median Reward: 0.45, Std Reward: -78.90
Episode: 97, step: 9, Pop: 8/5, Epsilon: 0.66, Mean Loss: 10.96, Median Loss: 10.96, Std Loss: 10.96, Mean Reward: 0.13, Median Reward: 0.70, Std Reward: 6.70
Episode: 98, step: 9, Pop: 4/5, Epsilon: 0.66, Mean Loss: 19.34, Median Loss: 19.34, Std Loss: 19.34, Mean Reward: 0.41, Median Reward: 0.45, Std Reward: 20.60
Episode: 99, step: 9, Pop: 9/5, Epsilon: 0.65, Mean Loss: 19.68, Median Loss: 19.68, Std Loss: 19.68, Mean Reward: -0.81, Median Reward: 0.95, Std Reward: -40.50
Episode: 100, step: 9, Pop: 6/5, Epsilon: 0.65, Mean Loss: 23.76, Median Loss: 23.76, Std Loss: 23.76, Mean Reward: 0.81, Median Reward: 0.95, Std Reward: 40.50
Episode: 101, step: 9, Pop: 6/5, Epsilon: 0.65, Mean Loss: 17.89, Median Loss: 17.89, Std Loss: 17.89, Mean Reward: 0.67, Median Reward: 0.95, Std Reward: 33.30
Episode: 102, step: 9, Pop: 7/5, Epsilon: 0.64, Mean Loss: 17.10, Median Loss: 17.10, Std Loss: 17.10, Mean Reward: 0.60, Median Reward: 0.95, Std Reward: 30.10
Episode: 103, step: 9, Pop: 8/5, Epsilon: 0.64, Mean Loss: 10.40, Median Loss: 10.40, Std Loss: 10.40, Mean Reward: -0.05, Median Reward: 0.45, Std Reward: -2.60
Episode: 104, step: 9, Pop: 8/5, Epsilon: 0.64, Mean Loss: 17.63, Median Loss: 17.63, Std Loss: 17.63, Mean Reward: -0.68, Median Reward: 0.95, Std Reward: -34.20
Episode: 105, step: 9, Pop: 8/5, Epsilon: 0.64, Mean Loss: 11.81, Median Loss: 11.81, Std Loss: 11.81, Mean Reward: -0.34, Median Reward: 0.95, Std Reward: -17.00
Episode: 106, step: 9, Pop: 6/5, Epsilon: 0.63, Mean Loss: 15.14, Median Loss: 15.14, Std Loss: 15.14, Mean Reward: 0.54, Median Reward: 0.95, Std Reward: 27.10
Episode: 107, step: 9, Pop: 5/5, Epsilon: 0.63, Mean Loss: 18.91, Median Loss: 18.91, Std Loss: 18.91, Mean Reward: 2.05, Median Reward: 0.95, Std Reward: 102.50
Episode: 108, step: 9, Pop: 8/5, Epsilon: 0.63, Mean Loss: 15.80, Median Loss: 15.80, Std Loss: 15.80, Mean Reward: 0.46, Median Reward: 0.95, Std Reward: 22.90
Episode: 109, step: 9, Pop: 6/5, Epsilon: 0.63, Mean Loss: 7.98, Median Loss: 7.98, Std Loss: 7.98, Mean Reward: 1.08, Median Reward: 0.95, Std Reward: 54.00
Episode: 110, step: 9, Pop: 4/5, Epsilon: 0.62, Mean Loss: 18.81, Median Loss: 18.81, Std Loss: 18.81, Mean Reward: 0.16, Median Reward: 0.70, Std Reward: 7.80
Episode: 111, step: 9, Pop: 4/5, Epsilon: 0.62, Mean Loss: 17.78, Median Loss: 17.78, Std Loss: 17.78, Mean Reward: 1.81, Median Reward: 0.95, Std Reward: 90.50
Episode: 112, step: 9, Pop: 8/5, Epsilon: 0.62, Mean Loss: 13.05, Median Loss: 13.05, Std Loss: 13.05, Mean Reward: -1.27, Median Reward: 0.95, Std Reward: -63.50
Episode: 113, step: 9, Pop: 6/5, Epsilon: 0.61, Mean Loss: 10.75, Median Loss: 10.75, Std Loss: 10.75, Mean Reward: -1.14, Median Reward: 0.15, Std Reward: -57.10
Episode: 114, step: 9, Pop: 5/5, Epsilon: 0.61, Mean Loss: 15.40, Median Loss: 15.40, Std Loss: 15.40, Mean Reward: 2.01, Median Reward: 0.95, Std Reward: 100.50
Episode: 115, step: 9, Pop: 8/5, Epsilon: 0.61, Mean Loss: 12.85, Median Loss: 12.85, Std Loss: 12.85, Mean Reward: -0.42, Median Reward: 0.95, Std Reward: -21.00
Episode: 116, step: 9, Pop: 8/5, Epsilon: 0.61, Mean Loss: 8.28, Median Loss: 8.28, Std Loss: 8.28, Mean Reward: 1.10, Median Reward: 0.95, Std Reward: 55.00
Episode: 117, step: 9, Pop: 5/5, Epsilon: 0.60, Mean Loss: 11.49, Median Loss: 11.49, Std Loss: 11.49, Mean Reward: -0.50, Median Reward: 0.45, Std Reward: -25.10
Episode: 118, step: 9, Pop: 5/5, Epsilon: 0.60, Mean Loss: 15.58, Median Loss: 15.58, Std Loss: 15.58, Mean Reward: 0.51, Median Reward: 0.95, Std Reward: 25.50
Episode: 119, step: 9, Pop: 7/5, Epsilon: 0.60, Mean Loss: 13.84, Median Loss: 13.84, Std Loss: 13.84, Mean Reward: 0.26, Median Reward: 0.95, Std Reward: 13.10
Episode: 120, step: 9, Pop: 9/5, Epsilon: 0.60, Mean Loss: 13.59, Median Loss: 13.59, Std Loss: 13.59, Mean Reward: -1.37, Median Reward: 0.95, Std Reward: -68.70
Episode: 121, step: 9, Pop: 7/5, Epsilon: 0.59, Mean Loss: 18.93, Median Loss: 18.93, Std Loss: 18.93, Mean Reward: -0.12, Median Reward: 0.95, Std Reward: -6.00
Episode: 122, step: 9, Pop: 6/5, Epsilon: 0.59, Mean Loss: 14.80, Median Loss: 14.80, Std Loss: 14.80, Mean Reward: 1.27, Median Reward: 0.95, Std Reward: 63.60
Episode: 123, step: 9, Pop: 7/5, Epsilon: 0.59, Mean Loss: 14.63, Median Loss: 14.63, Std Loss: 14.63, Mean Reward: 1.01, Median Reward: 0.95, Std Reward: 50.60
Episode: 124, step: 9, Pop: 7/5, Epsilon: 0.59, Mean Loss: 17.08, Median Loss: 17.08, Std Loss: 17.08, Mean Reward: 0.91, Median Reward: 0.95, Std Reward: 45.60
Episode: 125, step: 9, Pop: 6/5, Epsilon: 0.58, Mean Loss: 10.67, Median Loss: 10.67, Std Loss: 10.67, Mean Reward: -0.44, Median Reward: 0.70, Std Reward: -22.20
Episode: 126, step: 9, Pop: 7/5, Epsilon: 0.58, Mean Loss: 10.22, Median Loss: 10.22, Std Loss: 10.22, Mean Reward: 0.26, Median Reward: 0.95, Std Reward: 13.00
Episode: 127, step: 9, Pop: 8/5, Epsilon: 0.58, Mean Loss: 6.83, Median Loss: 6.83, Std Loss: 6.83, Mean Reward: -0.28, Median Reward: 0.95, Std Reward: -14.00
Episode: 128, step: 9, Pop: 7/5, Epsilon: 0.58, Mean Loss: 11.58, Median Loss: 11.58, Std Loss: 11.58, Mean Reward: -0.11, Median Reward: 0.45, Std Reward: -5.70
Episode: 129, step: 9, Pop: 6/5, Epsilon: 0.58, Mean Loss: 18.00, Median Loss: 18.00, Std Loss: 18.00, Mean Reward: 1.78, Median Reward: 0.95, Std Reward: 89.00
Episode: 130, step: 9, Pop: 7/5, Epsilon: 0.57, Mean Loss: 7.53, Median Loss: 7.53, Std Loss: 7.53, Mean Reward: 0.43, Median Reward: 0.95, Std Reward: 21.50
Episode: 131, step: 9, Pop: 8/5, Epsilon: 0.57, Mean Loss: 10.60, Median Loss: 10.60, Std Loss: 10.60, Mean Reward: -1.40, Median Reward: 0.45, Std Reward: -70.00
Episode: 132, step: 9, Pop: 7/5, Epsilon: 0.57, Mean Loss: 8.42, Median Loss: 8.42, Std Loss: 8.42, Mean Reward: 0.44, Median Reward: 0.95, Std Reward: 22.00
Episode: 133, step: 9, Pop: 6/5, Epsilon: 0.56, Mean Loss: 9.45, Median Loss: 9.45, Std Loss: 9.45, Mean Reward: 0.65, Median Reward: 0.95, Std Reward: 32.50
Episode: 134, step: 9, Pop: 7/5, Epsilon: 0.56, Mean Loss: 9.85, Median Loss: 9.85, Std Loss: 9.85, Mean Reward: 0.52, Median Reward: 0.95, Std Reward: 26.00
Episode: 135, step: 9, Pop: 7/5, Epsilon: 0.56, Mean Loss: 14.04, Median Loss: 14.04, Std Loss: 14.04, Mean Reward: 0.19, Median Reward: 0.95, Std Reward: 9.50
Episode: 136, step: 9, Pop: 8/5, Epsilon: 0.56, Mean Loss: 13.95, Median Loss: 13.95, Std Loss: 13.95, Mean Reward: -0.96, Median Reward: 0.95, Std Reward: -48.00
Episode: 137, step: 9, Pop: 8/5, Epsilon: 0.55, Mean Loss: 14.71, Median Loss: 14.71, Std Loss: 14.71, Mean Reward: -0.12, Median Reward: 0.95, Std Reward: -6.20
Episode: 138, step: 9, Pop: 8/5, Epsilon: 0.55, Mean Loss: 7.90, Median Loss: 7.90, Std Loss: 7.90, Mean Reward: 1.14, Median Reward: 0.95, Std Reward: 57.00
