Episode: 0, step: 9, Pop: 6/5, Epsilon: 1.00, Mean Loss: 50.74, Median Loss: 50.74, Std Loss: 50.74, Mean Reward: -0.76, Median Reward: 0.95, Std Reward: -38.00
Episode: 18, step: 9, Pop: 6/5, Epsilon: 0.92, Mean Loss: 26.33, Median Loss: 26.33, Std Loss: 26.33, Mean Reward: -1.34, Median Reward: 0.45, Std Reward: -67.00
Episode: 19, step: 9, Pop: 9/5, Epsilon: 0.92, Mean Loss: 36.13, Median Loss: 36.13, Std Loss: 36.13, Mean Reward: -1.35, Median Reward: 0.95, Std Reward: -67.50
Episode: 20, step: 9, Pop: 9/5, Epsilon: 0.92, Mean Loss: 37.64, Median Loss: 37.64, Std Loss: 37.64, Mean Reward: -1.96, Median Reward: 0.95, Std Reward: -98.00
Episode: 21, step: 9, Pop: 7/5, Epsilon: 0.91, Mean Loss: 60.33, Median Loss: 60.33, Std Loss: 60.33, Mean Reward: -1.38, Median Reward: 0.95, Std Reward: -69.00
Episode: 22, step: 9, Pop: 8/5, Epsilon: 0.91, Mean Loss: 60.68, Median Loss: 60.68, Std Loss: 60.68, Mean Reward: -1.79, Median Reward: 0.45, Std Reward: -89.50
Episode: 23, step: 9, Pop: 8/5, Epsilon: 0.90, Mean Loss: 47.23, Median Loss: 47.23, Std Loss: 47.23, Mean Reward: -0.67, Median Reward: 0.95, Std Reward: -33.50
Episode: 24, step: 9, Pop: 6/5, Epsilon: 0.90, Mean Loss: 39.84, Median Loss: 39.84, Std Loss: 39.84, Mean Reward: -1.81, Median Reward: 0.45, Std Reward: -90.50
Episode: 25, step: 9, Pop: 9/5, Epsilon: 0.90, Mean Loss: 49.88, Median Loss: 49.88, Std Loss: 49.88, Mean Reward: -1.08, Median Reward: 0.95, Std Reward: -54.00
Episode: 26, step: 9, Pop: 7/5, Epsilon: 0.89, Mean Loss: 62.00, Median Loss: 62.00, Std Loss: 62.00, Mean Reward: -2.34, Median Reward: 0.20, Std Reward: -117.00
Episode: 27, step: 9, Pop: 7/5, Epsilon: 0.89, Mean Loss: 31.82, Median Loss: 31.82, Std Loss: 31.82, Mean Reward: -2.30, Median Reward: 0.45, Std Reward: -115.20
Episode: 28, step: 9, Pop: 6/5, Epsilon: 0.88, Mean Loss: 49.97, Median Loss: 49.97, Std Loss: 49.97, Mean Reward: 1.13, Median Reward: 0.95, Std Reward: 56.60
Episode: 29, step: 9, Pop: 7/5, Epsilon: 0.88, Mean Loss: 58.17, Median Loss: 58.17, Std Loss: 58.17, Mean Reward: 0.14, Median Reward: 0.95, Std Reward: 7.00
Episode: 30, step: 9, Pop: 8/5, Epsilon: 0.88, Mean Loss: 58.73, Median Loss: 58.73, Std Loss: 58.73, Mean Reward: -2.67, Median Reward: 0.45, Std Reward: -133.50
Episode: 31, step: 9, Pop: 8/5, Epsilon: 0.87, Mean Loss: 31.82, Median Loss: 31.82, Std Loss: 31.82, Mean Reward: -2.27, Median Reward: 0.45, Std Reward: -113.70
Episode: 32, step: 9, Pop: 7/5, Epsilon: 0.87, Mean Loss: 57.58, Median Loss: 57.58, Std Loss: 57.58, Mean Reward: -0.59, Median Reward: 0.45, Std Reward: -29.40
Episode: 33, step: 9, Pop: 7/5, Epsilon: 0.86, Mean Loss: 61.92, Median Loss: 61.92, Std Loss: 61.92, Mean Reward: -0.14, Median Reward: 0.95, Std Reward: -7.00
Episode: 34, step: 9, Pop: 6/5, Epsilon: 0.86, Mean Loss: 36.97, Median Loss: 36.97, Std Loss: 36.97, Mean Reward: -3.03, Median Reward: -4.55, Std Reward: -151.50
Episode: 35, step: 9, Pop: 4/5, Epsilon: 0.86, Mean Loss: 58.05, Median Loss: 58.05, Std Loss: 58.05, Mean Reward: 0.67, Median Reward: 0.95, Std Reward: 33.60
Episode: 36, step: 9, Pop: 5/5, Epsilon: 0.86, Mean Loss: 53.03, Median Loss: 53.03, Std Loss: 53.03, Mean Reward: 0.56, Median Reward: 0.95, Std Reward: 27.80
Episode: 37, step: 9, Pop: 8/5, Epsilon: 0.85, Mean Loss: 40.58, Median Loss: 40.58, Std Loss: 40.58, Mean Reward: -0.77, Median Reward: 0.95, Std Reward: -38.50
Episode: 38, step: 9, Pop: 4/5, Epsilon: 0.85, Mean Loss: 41.48, Median Loss: 41.48, Std Loss: 41.48, Mean Reward: 0.93, Median Reward: 0.95, Std Reward: 46.70
Episode: 39, step: 9, Pop: 7/5, Epsilon: 0.84, Mean Loss: 29.05, Median Loss: 29.05, Std Loss: 29.05, Mean Reward: -3.80, Median Reward: -8.05, Std Reward: -190.00
Episode: 40, step: 9, Pop: 8/5, Epsilon: 0.84, Mean Loss: 32.98, Median Loss: 32.98, Std Loss: 32.98, Mean Reward: -2.31, Median Reward: 0.95, Std Reward: -115.50
Episode: 41, step: 9, Pop: 7/5, Epsilon: 0.84, Mean Loss: 50.52, Median Loss: 50.52, Std Loss: 50.52, Mean Reward: -0.05, Median Reward: 0.95, Std Reward: -2.50
Episode: 42, step: 9, Pop: 9/5, Epsilon: 0.83, Mean Loss: 68.14, Median Loss: 68.14, Std Loss: 68.14, Mean Reward: -2.25, Median Reward: 0.45, Std Reward: -112.40
Episode: 43, step: 9, Pop: 8/5, Epsilon: 0.83, Mean Loss: 43.23, Median Loss: 43.23, Std Loss: 43.23, Mean Reward: -1.63, Median Reward: 0.45, Std Reward: -81.50
Episode: 44, step: 9, Pop: 7/5, Epsilon: 0.83, Mean Loss: 68.57, Median Loss: 68.57, Std Loss: 68.57, Mean Reward: 0.50, Median Reward: 0.95, Std Reward: 24.90
Episode: 45, step: 9, Pop: 7/5, Epsilon: 0.82, Mean Loss: 38.76, Median Loss: 38.76, Std Loss: 38.76, Mean Reward: 0.06, Median Reward: 0.45, Std Reward: 3.10
Episode: 46, step: 9, Pop: 7/5, Epsilon: 0.82, Mean Loss: 60.22, Median Loss: 60.22, Std Loss: 60.22, Mean Reward: -1.64, Median Reward: 0.95, Std Reward: -81.80
Episode: 47, step: 9, Pop: 6/5, Epsilon: 0.82, Mean Loss: 46.92, Median Loss: 46.92, Std Loss: 46.92, Mean Reward: 0.39, Median Reward: 0.95, Std Reward: 19.50
Episode: 48, step: 9, Pop: 6/5, Epsilon: 0.81, Mean Loss: 48.63, Median Loss: 48.63, Std Loss: 48.63, Mean Reward: 0.98, Median Reward: 0.95, Std Reward: 49.00
Episode: 49, step: 9, Pop: 6/5, Epsilon: 0.81, Mean Loss: 33.02, Median Loss: 33.02, Std Loss: 33.02, Mean Reward: -0.43, Median Reward: 0.95, Std Reward: -21.50
Episode: 50, step: 9, Pop: 5/5, Epsilon: 0.81, Mean Loss: 45.11, Median Loss: 45.11, Std Loss: 45.11, Mean Reward: 0.46, Median Reward: 0.95, Std Reward: 23.00
Episode: 51, step: 9, Pop: 4/5, Epsilon: 0.80, Mean Loss: 52.32, Median Loss: 52.32, Std Loss: 52.32, Mean Reward: 0.34, Median Reward: 0.95, Std Reward: 17.00
Episode: 52, step: 9, Pop: 8/5, Epsilon: 0.80, Mean Loss: 48.78, Median Loss: 48.78, Std Loss: 48.78, Mean Reward: 0.20, Median Reward: 0.95, Std Reward: 10.00
Episode: 53, step: 9, Pop: 6/5, Epsilon: 0.80, Mean Loss: 39.95, Median Loss: 39.95, Std Loss: 39.95, Mean Reward: -0.92, Median Reward: 0.95, Std Reward: -46.20
Episode: 54, step: 9, Pop: 7/5, Epsilon: 0.79, Mean Loss: 30.12, Median Loss: 30.12, Std Loss: 30.12, Mean Reward: -1.66, Median Reward: 0.45, Std Reward: -83.00
Episode: 55, step: 9, Pop: 9/5, Epsilon: 0.79, Mean Loss: 54.65, Median Loss: 54.65, Std Loss: 54.65, Mean Reward: -1.07, Median Reward: 0.95, Std Reward: -53.50
Episode: 56, step: 9, Pop: 10/5, Epsilon: 0.78, Mean Loss: 30.98, Median Loss: 30.98, Std Loss: 30.98, Mean Reward: -1.81, Median Reward: 0.45, Std Reward: -90.50
Episode: 57, step: 9, Pop: 6/5, Epsilon: 0.78, Mean Loss: 61.76, Median Loss: 61.76, Std Loss: 61.76, Mean Reward: -1.06, Median Reward: 0.45, Std Reward: -53.00
Episode: 58, step: 9, Pop: 7/5, Epsilon: 0.78, Mean Loss: 52.35, Median Loss: 52.35, Std Loss: 52.35, Mean Reward: -0.43, Median Reward: 0.95, Std Reward: -21.50
Episode: 59, step: 9, Pop: 4/5, Epsilon: 0.78, Mean Loss: 46.51, Median Loss: 46.51, Std Loss: 46.51, Mean Reward: 0.53, Median Reward: 0.95, Std Reward: 26.70
Episode: 60, step: 9, Pop: 5/5, Epsilon: 0.77, Mean Loss: 44.78, Median Loss: 44.78, Std Loss: 44.78, Mean Reward: 1.83, Median Reward: 1.95, Std Reward: 91.70
Episode: 61, step: 9, Pop: 6/5, Epsilon: 0.77, Mean Loss: 59.91, Median Loss: 59.91, Std Loss: 59.91, Mean Reward: -0.49, Median Reward: 0.70, Std Reward: -24.50
Episode: 62, step: 9, Pop: 8/5, Epsilon: 0.76, Mean Loss: 54.67, Median Loss: 54.67, Std Loss: 54.67, Mean Reward: 0.35, Median Reward: 0.95, Std Reward: 17.50
Episode: 63, step: 9, Pop: 7/5, Epsilon: 0.76, Mean Loss: 35.91, Median Loss: 35.91, Std Loss: 35.91, Mean Reward: -0.75, Median Reward: 0.95, Std Reward: -37.50
Episode: 64, step: 9, Pop: 7/5, Epsilon: 0.76, Mean Loss: 55.33, Median Loss: 55.33, Std Loss: 55.33, Mean Reward: -1.58, Median Reward: 0.45, Std Reward: -79.10
Episode: 65, step: 9, Pop: 7/5, Epsilon: 0.76, Mean Loss: 45.82, Median Loss: 45.82, Std Loss: 45.82, Mean Reward: -0.25, Median Reward: 0.95, Std Reward: -12.50
Episode: 66, step: 9, Pop: 7/5, Epsilon: 0.75, Mean Loss: 41.67, Median Loss: 41.67, Std Loss: 41.67, Mean Reward: -1.05, Median Reward: 0.45, Std Reward: -52.30
Episode: 67, step: 9, Pop: 7/5, Epsilon: 0.75, Mean Loss: 23.41, Median Loss: 23.41, Std Loss: 23.41, Mean Reward: -0.33, Median Reward: 0.95, Std Reward: -16.50
Episode: 68, step: 9, Pop: 6/5, Epsilon: 0.75, Mean Loss: 46.59, Median Loss: 46.59, Std Loss: 46.59, Mean Reward: 0.20, Median Reward: 0.95, Std Reward: 9.80
Episode: 69, step: 9, Pop: 7/5, Epsilon: 0.74, Mean Loss: 35.98, Median Loss: 35.98, Std Loss: 35.98, Mean Reward: -0.59, Median Reward: 0.70, Std Reward: -29.70
Episode: 70, step: 9, Pop: 8/5, Epsilon: 0.74, Mean Loss: 45.37, Median Loss: 45.37, Std Loss: 45.37, Mean Reward: -1.44, Median Reward: 0.45, Std Reward: -72.00
Episode: 71, step: 9, Pop: 6/5, Epsilon: 0.74, Mean Loss: 43.74, Median Loss: 43.74, Std Loss: 43.74, Mean Reward: 0.22, Median Reward: 0.95, Std Reward: 11.00
Episode: 72, step: 9, Pop: 8/5, Epsilon: 0.73, Mean Loss: 45.36, Median Loss: 45.36, Std Loss: 45.36, Mean Reward: -1.19, Median Reward: 0.95, Std Reward: -59.50
Episode: 73, step: 9, Pop: 6/5, Epsilon: 0.73, Mean Loss: 62.97, Median Loss: 62.97, Std Loss: 62.97, Mean Reward: -0.33, Median Reward: 0.95, Std Reward: -16.70
Episode: 74, step: 9, Pop: 8/5, Epsilon: 0.73, Mean Loss: 48.37, Median Loss: 48.37, Std Loss: 48.37, Mean Reward: -2.14, Median Reward: 0.45, Std Reward: -107.00
Episode: 75, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 38.69, Median Loss: 38.69, Std Loss: 38.69, Mean Reward: -1.43, Median Reward: 0.45, Std Reward: -71.40
Episode: 76, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 46.44, Median Loss: 46.44, Std Loss: 46.44, Mean Reward: -1.09, Median Reward: 0.45, Std Reward: -54.30
Episode: 77, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 48.52, Median Loss: 48.52, Std Loss: 48.52, Mean Reward: 0.64, Median Reward: 0.95, Std Reward: 32.00
Episode: 78, step: 9, Pop: 9/5, Epsilon: 0.71, Mean Loss: 50.83, Median Loss: 50.83, Std Loss: 50.83, Mean Reward: -2.13, Median Reward: 0.95, Std Reward: -106.30
Episode: 79, step: 9, Pop: 8/5, Epsilon: 0.71, Mean Loss: 45.16, Median Loss: 45.16, Std Loss: 45.16, Mean Reward: -1.17, Median Reward: 0.95, Std Reward: -58.50
Episode: 80, step: 9, Pop: 8/5, Epsilon: 0.71, Mean Loss: 54.06, Median Loss: 54.06, Std Loss: 54.06, Mean Reward: -0.67, Median Reward: 0.95, Std Reward: -33.70
Episode: 81, step: 9, Pop: 7/5, Epsilon: 0.70, Mean Loss: 60.58, Median Loss: 60.58, Std Loss: 60.58, Mean Reward: -0.96, Median Reward: 0.95, Std Reward: -48.00
Episode: 82, step: 9, Pop: 7/5, Epsilon: 0.70, Mean Loss: 39.96, Median Loss: 39.96, Std Loss: 39.96, Mean Reward: 0.61, Median Reward: 0.95, Std Reward: 30.60
Episode: 83, step: 9, Pop: 8/5, Epsilon: 0.70, Mean Loss: 50.97, Median Loss: 50.97, Std Loss: 50.97, Mean Reward: -2.32, Median Reward: 0.45, Std Reward: -115.90
Episode: 84, step: 9, Pop: 9/5, Epsilon: 0.69, Mean Loss: 51.84, Median Loss: 51.84, Std Loss: 51.84, Mean Reward: -1.71, Median Reward: 0.95, Std Reward: -85.50
Episode: 85, step: 9, Pop: 6/5, Epsilon: 0.69, Mean Loss: 42.29, Median Loss: 42.29, Std Loss: 42.29, Mean Reward: 0.05, Median Reward: 0.95, Std Reward: 2.50
Episode: 86, step: 9, Pop: 4/5, Epsilon: 0.69, Mean Loss: 26.63, Median Loss: 26.63, Std Loss: 26.63, Mean Reward: 0.46, Median Reward: 1.45, Std Reward: 23.20
Episode: 87, step: 9, Pop: 7/5, Epsilon: 0.69, Mean Loss: 52.25, Median Loss: 52.25, Std Loss: 52.25, Mean Reward: -0.44, Median Reward: 0.95, Std Reward: -22.00
Episode: 88, step: 9, Pop: 8/5, Epsilon: 0.68, Mean Loss: 49.39, Median Loss: 49.39, Std Loss: 49.39, Mean Reward: 0.74, Median Reward: 0.95, Std Reward: 37.00
Episode: 89, step: 9, Pop: 7/5, Epsilon: 0.68, Mean Loss: 28.25, Median Loss: 28.25, Std Loss: 28.25, Mean Reward: -0.15, Median Reward: 0.95, Std Reward: -7.50
Episode: 90, step: 9, Pop: 6/5, Epsilon: 0.68, Mean Loss: 53.55, Median Loss: 53.55, Std Loss: 53.55, Mean Reward: -0.25, Median Reward: 0.95, Std Reward: -12.60
Episode: 91, step: 9, Pop: 8/5, Epsilon: 0.68, Mean Loss: 43.83, Median Loss: 43.83, Std Loss: 43.83, Mean Reward: 0.77, Median Reward: 1.45, Std Reward: 38.50
Episode: 92, step: 9, Pop: 9/5, Epsilon: 0.67, Mean Loss: 31.29, Median Loss: 31.29, Std Loss: 31.29, Mean Reward: -1.01, Median Reward: 0.95, Std Reward: -50.70
Episode: 93, step: 9, Pop: 8/5, Epsilon: 0.67, Mean Loss: 63.46, Median Loss: 63.46, Std Loss: 63.46, Mean Reward: -3.25, Median Reward: -0.05, Std Reward: -162.70
Episode: 94, step: 9, Pop: 8/5, Epsilon: 0.67, Mean Loss: 49.73, Median Loss: 49.73, Std Loss: 49.73, Mean Reward: -0.80, Median Reward: 0.95, Std Reward: -40.20
Episode: 95, step: 9, Pop: 5/5, Epsilon: 0.66, Mean Loss: 37.72, Median Loss: 37.72, Std Loss: 37.72, Mean Reward: 0.58, Median Reward: 0.95, Std Reward: 29.10
Episode: 96, step: 9, Pop: 6/5, Epsilon: 0.66, Mean Loss: 50.67, Median Loss: 50.67, Std Loss: 50.67, Mean Reward: 0.22, Median Reward: 0.45, Std Reward: 11.20
Episode: 97, step: 9, Pop: 7/5, Epsilon: 0.66, Mean Loss: 37.03, Median Loss: 37.03, Std Loss: 37.03, Mean Reward: -0.15, Median Reward: 0.95, Std Reward: -7.70
Episode: 98, step: 9, Pop: 7/5, Epsilon: 0.66, Mean Loss: 48.57, Median Loss: 48.57, Std Loss: 48.57, Mean Reward: -0.94, Median Reward: 0.95, Std Reward: -47.00
Episode: 99, step: 9, Pop: 7/5, Epsilon: 0.65, Mean Loss: 67.41, Median Loss: 67.41, Std Loss: 67.41, Mean Reward: 0.18, Median Reward: 0.95, Std Reward: 9.00
Episode: 100, step: 9, Pop: 4/5, Epsilon: 0.65, Mean Loss: 44.30, Median Loss: 44.30, Std Loss: 44.30, Mean Reward: 0.53, Median Reward: 0.95, Std Reward: 26.50
Episode: 101, step: 9, Pop: 8/5, Epsilon: 0.65, Mean Loss: 41.20, Median Loss: 41.20, Std Loss: 41.20, Mean Reward: -1.35, Median Reward: 0.45, Std Reward: -67.30
Episode: 102, step: 9, Pop: 6/5, Epsilon: 0.64, Mean Loss: 36.78, Median Loss: 36.78, Std Loss: 36.78, Mean Reward: -0.72, Median Reward: 0.95, Std Reward: -36.00
Episode: 103, step: 9, Pop: 7/5, Epsilon: 0.64, Mean Loss: 40.55, Median Loss: 40.55, Std Loss: 40.55, Mean Reward: -0.33, Median Reward: 0.95, Std Reward: -16.50
Episode: 104, step: 9, Pop: 8/5, Epsilon: 0.64, Mean Loss: 58.78, Median Loss: 58.78, Std Loss: 58.78, Mean Reward: -1.15, Median Reward: 0.70, Std Reward: -57.40
Episode: 105, step: 9, Pop: 9/5, Epsilon: 0.64, Mean Loss: 55.11, Median Loss: 55.11, Std Loss: 55.11, Mean Reward: -2.50, Median Reward: 0.25, Std Reward: -124.90
Episode: 106, step: 9, Pop: 7/5, Epsilon: 0.63, Mean Loss: 34.61, Median Loss: 34.61, Std Loss: 34.61, Mean Reward: 0.02, Median Reward: 0.95, Std Reward: 1.00
Episode: 107, step: 9, Pop: 6/5, Epsilon: 0.63, Mean Loss: 46.42, Median Loss: 46.42, Std Loss: 46.42, Mean Reward: 1.43, Median Reward: 0.95, Std Reward: 71.50
Episode: 108, step: 9, Pop: 7/5, Epsilon: 0.63, Mean Loss: 71.13, Median Loss: 71.13, Std Loss: 71.13, Mean Reward: -0.45, Median Reward: 0.45, Std Reward: -22.30
Episode: 109, step: 9, Pop: 8/5, Epsilon: 0.62, Mean Loss: 40.02, Median Loss: 40.02, Std Loss: 40.02, Mean Reward: -1.51, Median Reward: 0.95, Std Reward: -75.30
Episode: 110, step: 9, Pop: 9/5, Epsilon: 0.62, Mean Loss: 36.45, Median Loss: 36.45, Std Loss: 36.45, Mean Reward: -1.47, Median Reward: 0.95, Std Reward: -73.50
Episode: 111, step: 9, Pop: 9/5, Epsilon: 0.62, Mean Loss: 37.07, Median Loss: 37.07, Std Loss: 37.07, Mean Reward: -3.20, Median Reward: 0.70, Std Reward: -160.00
Episode: 112, step: 9, Pop: 9/5, Epsilon: 0.62, Mean Loss: 52.56, Median Loss: 52.56, Std Loss: 52.56, Mean Reward: -1.08, Median Reward: 0.45, Std Reward: -54.00
Episode: 113, step: 9, Pop: 8/5, Epsilon: 0.62, Mean Loss: 60.11, Median Loss: 60.11, Std Loss: 60.11, Mean Reward: -1.04, Median Reward: 0.45, Std Reward: -52.10
Episode: 114, step: 9, Pop: 5/5, Epsilon: 0.61, Mean Loss: 39.02, Median Loss: 39.02, Std Loss: 39.02, Mean Reward: 0.41, Median Reward: 0.70, Std Reward: 20.50
Episode: 115, step: 9, Pop: 8/5, Epsilon: 0.61, Mean Loss: 51.04, Median Loss: 51.04, Std Loss: 51.04, Mean Reward: -0.55, Median Reward: 0.95, Std Reward: -27.40
Episode: 116, step: 9, Pop: 8/5, Epsilon: 0.61, Mean Loss: 40.91, Median Loss: 40.91, Std Loss: 40.91, Mean Reward: -0.55, Median Reward: 0.95, Std Reward: -27.50
Episode: 117, step: 9, Pop: 5/5, Epsilon: 0.60, Mean Loss: 41.98, Median Loss: 41.98, Std Loss: 41.98, Mean Reward: 0.38, Median Reward: 0.95, Std Reward: 19.10
Episode: 118, step: 9, Pop: 5/5, Epsilon: 0.60, Mean Loss: 46.85, Median Loss: 46.85, Std Loss: 46.85, Mean Reward: 1.16, Median Reward: 0.95, Std Reward: 58.00
Episode: 119, step: 9, Pop: 6/5, Epsilon: 0.60, Mean Loss: 48.01, Median Loss: 48.01, Std Loss: 48.01, Mean Reward: 0.41, Median Reward: 0.70, Std Reward: 20.50
Episode: 120, step: 9, Pop: 6/5, Epsilon: 0.60, Mean Loss: 28.01, Median Loss: 28.01, Std Loss: 28.01, Mean Reward: -1.20, Median Reward: 0.45, Std Reward: -60.10
Episode: 121, step: 9, Pop: 6/5, Epsilon: 0.59, Mean Loss: 43.72, Median Loss: 43.72, Std Loss: 43.72, Mean Reward: -0.18, Median Reward: 0.95, Std Reward: -9.00
Episode: 122, step: 9, Pop: 8/5, Epsilon: 0.59, Mean Loss: 50.77, Median Loss: 50.77, Std Loss: 50.77, Mean Reward: -1.82, Median Reward: 0.45, Std Reward: -91.00
Episode: 123, step: 9, Pop: 6/5, Epsilon: 0.59, Mean Loss: 24.86, Median Loss: 24.86, Std Loss: 24.86, Mean Reward: 0.78, Median Reward: 0.95, Std Reward: 39.00
Episode: 124, step: 9, Pop: 7/5, Epsilon: 0.59, Mean Loss: 34.59, Median Loss: 34.59, Std Loss: 34.59, Mean Reward: 0.21, Median Reward: 0.95, Std Reward: 10.30
Episode: 125, step: 9, Pop: 5/5, Epsilon: 0.58, Mean Loss: 39.84, Median Loss: 39.84, Std Loss: 39.84, Mean Reward: 0.77, Median Reward: 0.45, Std Reward: 38.60
Episode: 126, step: 9, Pop: 8/5, Epsilon: 0.58, Mean Loss: 25.16, Median Loss: 25.16, Std Loss: 25.16, Mean Reward: -1.29, Median Reward: 0.70, Std Reward: -64.70
Episode: 127, step: 9, Pop: 8/5, Epsilon: 0.58, Mean Loss: 42.40, Median Loss: 42.40, Std Loss: 42.40, Mean Reward: -1.46, Median Reward: 0.95, Std Reward: -73.00
Episode: 128, step: 9, Pop: 8/5, Epsilon: 0.58, Mean Loss: 52.04, Median Loss: 52.04, Std Loss: 52.04, Mean Reward: -2.91, Median Reward: -0.05, Std Reward: -145.50
Episode: 129, step: 9, Pop: 9/5, Epsilon: 0.57, Mean Loss: 42.24, Median Loss: 42.24, Std Loss: 42.24, Mean Reward: -1.94, Median Reward: 0.45, Std Reward: -97.10
Episode: 130, step: 9, Pop: 6/5, Epsilon: 0.57, Mean Loss: 50.00, Median Loss: 50.00, Std Loss: 50.00, Mean Reward: -0.02, Median Reward: 0.95, Std Reward: -0.90
Episode: 131, step: 9, Pop: 6/5, Epsilon: 0.57, Mean Loss: 42.91, Median Loss: 42.91, Std Loss: 42.91, Mean Reward: 0.46, Median Reward: 1.45, Std Reward: 22.80
Episode: 132, step: 9, Pop: 7/5, Epsilon: 0.57, Mean Loss: 38.55, Median Loss: 38.55, Std Loss: 38.55, Mean Reward: 0.22, Median Reward: 0.95, Std Reward: 11.00
Episode: 133, step: 9, Pop: 6/5, Epsilon: 0.57, Mean Loss: 35.19, Median Loss: 35.19, Std Loss: 35.19, Mean Reward: -0.71, Median Reward: 0.95, Std Reward: -35.50
Episode: 134, step: 9, Pop: 9/5, Epsilon: 0.56, Mean Loss: 38.27, Median Loss: 38.27, Std Loss: 38.27, Mean Reward: -0.73, Median Reward: 0.95, Std Reward: -36.50
Episode: 135, step: 9, Pop: 6/5, Epsilon: 0.56, Mean Loss: 22.08, Median Loss: 22.08, Std Loss: 22.08, Mean Reward: 0.99, Median Reward: 0.95, Std Reward: 49.50
Episode: 136, step: 9, Pop: 9/5, Epsilon: 0.56, Mean Loss: 24.36, Median Loss: 24.36, Std Loss: 24.36, Mean Reward: -1.15, Median Reward: 0.95, Std Reward: -57.50
Episode: 137, step: 9, Pop: 5/5, Epsilon: 0.55, Mean Loss: 51.60, Median Loss: 51.60, Std Loss: 51.60, Mean Reward: 0.35, Median Reward: 0.95, Std Reward: 17.70
Episode: 138, step: 9, Pop: 5/5, Epsilon: 0.55, Mean Loss: 46.15, Median Loss: 46.15, Std Loss: 46.15, Mean Reward: -1.29, Median Reward: 0.25, Std Reward: -64.60
