Episode: 0, step: 9, Pop: 8/5, Epsilon: 1.00, Mean Loss: 70.82, Median Loss: 70.82, Std Loss: 70.82, Mean Reward: -1.25, Median Reward: 0.00, Std Reward: -110.20
Episode: 11, step: 9, Pop: 6/5, Epsilon: 0.95, Mean Loss: 91.15, Median Loss: 91.15, Std Loss: 91.15, Mean Reward: -0.50, Median Reward: 0.00, Std Reward: -41.10
Episode: 12, step: 9, Pop: 8/5, Epsilon: 0.95, Mean Loss: 67.52, Median Loss: 67.52, Std Loss: 67.52, Mean Reward: 0.09, Median Reward: 2.00, Std Reward: 7.70
Episode: 13, step: 9, Pop: 8/5, Epsilon: 0.94, Mean Loss: 38.87, Median Loss: 38.87, Std Loss: 38.87, Mean Reward: 1.52, Median Reward: 2.00, Std Reward: 137.90
Episode: 14, step: 9, Pop: 5/5, Epsilon: 0.94, Mean Loss: 57.85, Median Loss: 57.85, Std Loss: 57.85, Mean Reward: -1.56, Median Reward: 0.00, Std Reward: -122.00
Episode: 15, step: 9, Pop: 5/5, Epsilon: 0.93, Mean Loss: 85.52, Median Loss: 85.52, Std Loss: 85.52, Mean Reward: -2.48, Median Reward: 0.00, Std Reward: -191.30
Episode: 16, step: 9, Pop: 9/5, Epsilon: 0.93, Mean Loss: 76.47, Median Loss: 76.47, Std Loss: 76.47, Mean Reward: 0.50, Median Reward: 0.00, Std Reward: 49.40
Episode: 17, step: 9, Pop: 6/5, Epsilon: 0.93, Mean Loss: 46.56, Median Loss: 46.56, Std Loss: 46.56, Mean Reward: -2.46, Median Reward: 0.00, Std Reward: -199.50
Episode: 18, step: 9, Pop: 7/5, Epsilon: 0.92, Mean Loss: 82.06, Median Loss: 82.06, Std Loss: 82.06, Mean Reward: -1.14, Median Reward: 0.00, Std Reward: -100.50
Episode: 19, step: 9, Pop: 8/5, Epsilon: 0.92, Mean Loss: 76.52, Median Loss: 76.52, Std Loss: 76.52, Mean Reward: -1.97, Median Reward: 0.00, Std Reward: -165.70
Episode: 20, step: 9, Pop: 8/5, Epsilon: 0.92, Mean Loss: 34.98, Median Loss: 34.98, Std Loss: 34.98, Mean Reward: -1.77, Median Reward: 0.00, Std Reward: -171.50
Episode: 21, step: 9, Pop: 8/5, Epsilon: 0.91, Mean Loss: 50.74, Median Loss: 50.74, Std Loss: 50.74, Mean Reward: 3.25, Median Reward: 4.00, Std Reward: 279.90
Episode: 22, step: 9, Pop: 5/5, Epsilon: 0.91, Mean Loss: 53.63, Median Loss: 53.63, Std Loss: 53.63, Mean Reward: -1.20, Median Reward: 0.00, Std Reward: -94.90
Episode: 23, step: 9, Pop: 7/5, Epsilon: 0.90, Mean Loss: 76.79, Median Loss: 76.79, Std Loss: 76.79, Mean Reward: 0.24, Median Reward: 2.00, Std Reward: 20.20
Episode: 24, step: 9, Pop: 7/5, Epsilon: 0.90, Mean Loss: 30.00, Median Loss: 30.00, Std Loss: 30.00, Mean Reward: -2.66, Median Reward: -6.00, Std Reward: -202.50
Episode: 25, step: 9, Pop: 8/5, Epsilon: 0.90, Mean Loss: 37.53, Median Loss: 37.53, Std Loss: 37.53, Mean Reward: 1.32, Median Reward: 2.00, Std Reward: 117.90
Episode: 26, step: 9, Pop: 7/5, Epsilon: 0.89, Mean Loss: 56.36, Median Loss: 56.36, Std Loss: 56.36, Mean Reward: -1.58, Median Reward: 0.00, Std Reward: -136.20
Episode: 27, step: 9, Pop: 6/5, Epsilon: 0.89, Mean Loss: 64.08, Median Loss: 64.08, Std Loss: 64.08, Mean Reward: -0.38, Median Reward: 0.00, Std Reward: -31.10
Episode: 28, step: 9, Pop: 9/5, Epsilon: 0.89, Mean Loss: 51.24, Median Loss: 51.24, Std Loss: 51.24, Mean Reward: -1.58, Median Reward: 0.00, Std Reward: -142.00
Episode: 29, step: 9, Pop: 7/5, Epsilon: 0.88, Mean Loss: 33.22, Median Loss: 33.22, Std Loss: 33.22, Mean Reward: -0.08, Median Reward: 0.00, Std Reward: -6.20
Episode: 30, step: 9, Pop: 7/5, Epsilon: 0.88, Mean Loss: 27.85, Median Loss: 27.85, Std Loss: 27.85, Mean Reward: -2.88, Median Reward: 0.00, Std Reward: -265.00
Episode: 31, step: 9, Pop: 6/5, Epsilon: 0.87, Mean Loss: 82.76, Median Loss: 82.76, Std Loss: 82.76, Mean Reward: -1.00, Median Reward: 0.00, Std Reward: -82.10
Episode: 32, step: 9, Pop: 4/5, Epsilon: 0.87, Mean Loss: 54.95, Median Loss: 54.95, Std Loss: 54.95, Mean Reward: -2.00, Median Reward: 0.00, Std Reward: -123.70
Episode: 33, step: 9, Pop: 8/5, Epsilon: 0.87, Mean Loss: 69.84, Median Loss: 69.84, Std Loss: 69.84, Mean Reward: -0.99, Median Reward: 0.00, Std Reward: -83.00
Episode: 34, step: 9, Pop: 7/5, Epsilon: 0.86, Mean Loss: 72.33, Median Loss: 72.33, Std Loss: 72.33, Mean Reward: -0.75, Median Reward: 2.00, Std Reward: -59.10
Episode: 35, step: 9, Pop: 6/5, Epsilon: 0.86, Mean Loss: 47.14, Median Loss: 47.14, Std Loss: 47.14, Mean Reward: 0.19, Median Reward: 0.00, Std Reward: 12.80
Episode: 36, step: 9, Pop: 9/5, Epsilon: 0.85, Mean Loss: 67.13, Median Loss: 67.13, Std Loss: 67.13, Mean Reward: -0.03, Median Reward: 0.00, Std Reward: -2.40
Episode: 37, step: 9, Pop: 7/5, Epsilon: 0.85, Mean Loss: 60.82, Median Loss: 60.82, Std Loss: 60.82, Mean Reward: -1.88, Median Reward: 0.00, Std Reward: -150.00
Episode: 38, step: 9, Pop: 9/5, Epsilon: 0.85, Mean Loss: 45.82, Median Loss: 45.82, Std Loss: 45.82, Mean Reward: 0.12, Median Reward: 0.00, Std Reward: 11.30
Episode: 39, step: 9, Pop: 8/5, Epsilon: 0.84, Mean Loss: 49.76, Median Loss: 49.76, Std Loss: 49.76, Mean Reward: 0.86, Median Reward: 0.00, Std Reward: 80.70
Episode: 40, step: 9, Pop: 10/5, Epsilon: 0.84, Mean Loss: 43.25, Median Loss: 43.25, Std Loss: 43.25, Mean Reward: 0.54, Median Reward: 2.00, Std Reward: 53.70
Episode: 41, step: 9, Pop: 9/5, Epsilon: 0.84, Mean Loss: 44.72, Median Loss: 44.72, Std Loss: 44.72, Mean Reward: 2.14, Median Reward: 2.00, Std Reward: 194.30
Episode: 42, step: 9, Pop: 8/5, Epsilon: 0.83, Mean Loss: 33.75, Median Loss: 33.75, Std Loss: 33.75, Mean Reward: 2.40, Median Reward: 2.00, Std Reward: 199.60
Episode: 43, step: 9, Pop: 8/5, Epsilon: 0.83, Mean Loss: 80.80, Median Loss: 80.80, Std Loss: 80.80, Mean Reward: -0.07, Median Reward: 0.00, Std Reward: -6.50
Episode: 44, step: 9, Pop: 8/5, Epsilon: 0.83, Mean Loss: 40.04, Median Loss: 40.04, Std Loss: 40.04, Mean Reward: -0.44, Median Reward: 0.00, Std Reward: -39.30
Episode: 45, step: 9, Pop: 7/5, Epsilon: 0.82, Mean Loss: 40.44, Median Loss: 40.44, Std Loss: 40.44, Mean Reward: 0.65, Median Reward: 2.00, Std Reward: 53.40
Episode: 46, step: 9, Pop: 9/5, Epsilon: 0.82, Mean Loss: 66.19, Median Loss: 66.19, Std Loss: 66.19, Mean Reward: 0.16, Median Reward: 2.00, Std Reward: 14.90
Episode: 47, step: 9, Pop: 5/5, Epsilon: 0.81, Mean Loss: 94.69, Median Loss: 94.69, Std Loss: 94.69, Mean Reward: 0.09, Median Reward: 0.00, Std Reward: 6.30
Episode: 48, step: 9, Pop: 6/5, Epsilon: 0.81, Mean Loss: 50.97, Median Loss: 50.97, Std Loss: 50.97, Mean Reward: -0.79, Median Reward: 0.00, Std Reward: -71.50
Episode: 49, step: 9, Pop: 7/5, Epsilon: 0.81, Mean Loss: 55.65, Median Loss: 55.65, Std Loss: 55.65, Mean Reward: -0.19, Median Reward: 2.00, Std Reward: -16.10
Episode: 50, step: 9, Pop: 7/5, Epsilon: 0.80, Mean Loss: 46.99, Median Loss: 46.99, Std Loss: 46.99, Mean Reward: -3.04, Median Reward: 0.00, Std Reward: -280.00
Episode: 51, step: 9, Pop: 4/5, Epsilon: 0.80, Mean Loss: 71.80, Median Loss: 71.80, Std Loss: 71.80, Mean Reward: 1.29, Median Reward: 2.00, Std Reward: 77.10
Episode: 52, step: 9, Pop: 3/5, Epsilon: 0.80, Mean Loss: 42.03, Median Loss: 42.03, Std Loss: 42.03, Mean Reward: -2.20, Median Reward: 0.00, Std Reward: -152.00
Episode: 53, step: 9, Pop: 8/5, Epsilon: 0.80, Mean Loss: 87.52, Median Loss: 87.52, Std Loss: 87.52, Mean Reward: -0.09, Median Reward: 2.00, Std Reward: -7.40
Episode: 54, step: 9, Pop: 5/5, Epsilon: 0.79, Mean Loss: 59.11, Median Loss: 59.11, Std Loss: 59.11, Mean Reward: -0.33, Median Reward: 2.00, Std Reward: -22.10
Episode: 55, step: 9, Pop: 7/5, Epsilon: 0.79, Mean Loss: 40.37, Median Loss: 40.37, Std Loss: 40.37, Mean Reward: -0.60, Median Reward: 0.00, Std Reward: -45.90
Episode: 56, step: 9, Pop: 6/5, Epsilon: 0.78, Mean Loss: 60.93, Median Loss: 60.93, Std Loss: 60.93, Mean Reward: -1.84, Median Reward: 0.00, Std Reward: -138.00
Episode: 57, step: 9, Pop: 7/5, Epsilon: 0.78, Mean Loss: 63.14, Median Loss: 63.14, Std Loss: 63.14, Mean Reward: 0.53, Median Reward: 2.00, Std Reward: 43.10
Episode: 58, step: 9, Pop: 10/5, Epsilon: 0.78, Mean Loss: 56.18, Median Loss: 56.18, Std Loss: 56.18, Mean Reward: -0.44, Median Reward: 2.00, Std Reward: -43.60
Episode: 59, step: 9, Pop: 5/5, Epsilon: 0.78, Mean Loss: 82.08, Median Loss: 82.08, Std Loss: 82.08, Mean Reward: -2.07, Median Reward: 0.00, Std Reward: -167.80
Episode: 60, step: 9, Pop: 7/5, Epsilon: 0.77, Mean Loss: 23.67, Median Loss: 23.67, Std Loss: 23.67, Mean Reward: -1.02, Median Reward: 0.00, Std Reward: -89.80
Episode: 61, step: 9, Pop: 6/5, Epsilon: 0.77, Mean Loss: 44.17, Median Loss: 44.17, Std Loss: 44.17, Mean Reward: 0.52, Median Reward: 0.00, Std Reward: 41.50
Episode: 62, step: 9, Pop: 7/5, Epsilon: 0.77, Mean Loss: 62.88, Median Loss: 62.88, Std Loss: 62.88, Mean Reward: -1.11, Median Reward: 1.00, Std Reward: -93.00
Episode: 63, step: 9, Pop: 6/5, Epsilon: 0.76, Mean Loss: 69.51, Median Loss: 69.51, Std Loss: 69.51, Mean Reward: -1.10, Median Reward: -5.10, Std Reward: -94.40
Episode: 64, step: 9, Pop: 7/5, Epsilon: 0.76, Mean Loss: 49.47, Median Loss: 49.47, Std Loss: 49.47, Mean Reward: 2.14, Median Reward: 2.00, Std Reward: 169.40
Episode: 65, step: 9, Pop: 7/5, Epsilon: 0.76, Mean Loss: 55.13, Median Loss: 55.13, Std Loss: 55.13, Mean Reward: 0.61, Median Reward: 2.00, Std Reward: 48.20
Episode: 66, step: 9, Pop: 6/5, Epsilon: 0.75, Mean Loss: 62.89, Median Loss: 62.89, Std Loss: 62.89, Mean Reward: -2.17, Median Reward: 0.00, Std Reward: -178.00
Episode: 67, step: 9, Pop: 7/5, Epsilon: 0.75, Mean Loss: 49.32, Median Loss: 49.32, Std Loss: 49.32, Mean Reward: -1.42, Median Reward: -2.50, Std Reward: -122.40
Episode: 68, step: 9, Pop: 7/5, Epsilon: 0.74, Mean Loss: 59.13, Median Loss: 59.13, Std Loss: 59.13, Mean Reward: -0.66, Median Reward: 0.00, Std Reward: -59.10
Episode: 69, step: 9, Pop: 8/5, Epsilon: 0.74, Mean Loss: 64.04, Median Loss: 64.04, Std Loss: 64.04, Mean Reward: -0.49, Median Reward: 0.00, Std Reward: -43.50
Episode: 70, step: 9, Pop: 9/5, Epsilon: 0.74, Mean Loss: 66.67, Median Loss: 66.67, Std Loss: 66.67, Mean Reward: 1.47, Median Reward: 2.00, Std Reward: 135.20
Episode: 71, step: 9, Pop: 5/5, Epsilon: 0.74, Mean Loss: 59.36, Median Loss: 59.36, Std Loss: 59.36, Mean Reward: 0.84, Median Reward: 1.00, Std Reward: 62.00
Episode: 72, step: 9, Pop: 10/5, Epsilon: 0.73, Mean Loss: 75.38, Median Loss: 75.38, Std Loss: 75.38, Mean Reward: 1.06, Median Reward: 1.00, Std Reward: 106.20
Episode: 73, step: 9, Pop: 7/5, Epsilon: 0.73, Mean Loss: 71.03, Median Loss: 71.03, Std Loss: 71.03, Mean Reward: -0.90, Median Reward: 0.00, Std Reward: -73.60
Episode: 74, step: 9, Pop: 6/5, Epsilon: 0.73, Mean Loss: 80.21, Median Loss: 80.21, Std Loss: 80.21, Mean Reward: 1.78, Median Reward: 2.00, Std Reward: 131.60
Episode: 75, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 51.43, Median Loss: 51.43, Std Loss: 51.43, Mean Reward: 0.24, Median Reward: 0.00, Std Reward: 20.10
Episode: 76, step: 9, Pop: 7/5, Epsilon: 0.72, Mean Loss: 44.97, Median Loss: 44.97, Std Loss: 44.97, Mean Reward: 1.40, Median Reward: 0.00, Std Reward: 123.50
Episode: 77, step: 9, Pop: 6/5, Epsilon: 0.72, Mean Loss: 57.70, Median Loss: 57.70, Std Loss: 57.70, Mean Reward: -2.86, Median Reward: -6.00, Std Reward: -220.00
Episode: 78, step: 9, Pop: 7/5, Epsilon: 0.71, Mean Loss: 68.69, Median Loss: 68.69, Std Loss: 68.69, Mean Reward: -0.61, Median Reward: 0.00, Std Reward: -52.00
Episode: 79, step: 9, Pop: 8/5, Epsilon: 0.71, Mean Loss: 45.56, Median Loss: 45.56, Std Loss: 45.56, Mean Reward: 1.18, Median Reward: 2.00, Std Reward: 102.30
Episode: 80, step: 9, Pop: 4/5, Epsilon: 0.71, Mean Loss: 30.33, Median Loss: 30.33, Std Loss: 30.33, Mean Reward: -0.49, Median Reward: 0.00, Std Reward: -34.60
Episode: 81, step: 9, Pop: 4/5, Epsilon: 0.71, Mean Loss: 51.33, Median Loss: 51.33, Std Loss: 51.33, Mean Reward: -1.08, Median Reward: 0.00, Std Reward: -59.20
Episode: 82, step: 9, Pop: 7/5, Epsilon: 0.70, Mean Loss: 43.60, Median Loss: 43.60, Std Loss: 43.60, Mean Reward: 1.63, Median Reward: 2.00, Std Reward: 148.00
Episode: 83, step: 9, Pop: 5/5, Epsilon: 0.70, Mean Loss: 68.43, Median Loss: 68.43, Std Loss: 68.43, Mean Reward: -1.41, Median Reward: 0.00, Std Reward: -93.00
Episode: 84, step: 9, Pop: 8/5, Epsilon: 0.70, Mean Loss: 39.84, Median Loss: 39.84, Std Loss: 39.84, Mean Reward: 0.31, Median Reward: 2.00, Std Reward: 29.40
Episode: 85, step: 9, Pop: 6/5, Epsilon: 0.69, Mean Loss: 51.05, Median Loss: 51.05, Std Loss: 51.05, Mean Reward: 0.73, Median Reward: 1.00, Std Reward: 55.70
Episode: 86, step: 9, Pop: 5/5, Epsilon: 0.69, Mean Loss: 84.68, Median Loss: 84.68, Std Loss: 84.68, Mean Reward: -0.58, Median Reward: 0.00, Std Reward: -43.90
Episode: 87, step: 9, Pop: 4/5, Epsilon: 0.69, Mean Loss: 104.32, Median Loss: 104.32, Std Loss: 104.32, Mean Reward: 1.52, Median Reward: 0.00, Std Reward: 89.50
Episode: 88, step: 9, Pop: 5/5, Epsilon: 0.69, Mean Loss: 70.85, Median Loss: 70.85, Std Loss: 70.85, Mean Reward: -1.26, Median Reward: 0.00, Std Reward: -93.40
Episode: 89, step: 9, Pop: 6/5, Epsilon: 0.68, Mean Loss: 37.49, Median Loss: 37.49, Std Loss: 37.49, Mean Reward: 0.29, Median Reward: 1.00, Std Reward: 21.10
Episode: 90, step: 9, Pop: 8/5, Epsilon: 0.68, Mean Loss: 56.59, Median Loss: 56.59, Std Loss: 56.59, Mean Reward: -0.19, Median Reward: 0.00, Std Reward: -15.20
Episode: 91, step: 9, Pop: 8/5, Epsilon: 0.67, Mean Loss: 62.81, Median Loss: 62.81, Std Loss: 62.81, Mean Reward: -1.91, Median Reward: 0.00, Std Reward: -175.50
Episode: 92, step: 9, Pop: 5/5, Epsilon: 0.67, Mean Loss: 68.84, Median Loss: 68.84, Std Loss: 68.84, Mean Reward: -0.80, Median Reward: 0.00, Std Reward: -65.50
Episode: 93, step: 9, Pop: 5/5, Epsilon: 0.67, Mean Loss: 91.05, Median Loss: 91.05, Std Loss: 91.05, Mean Reward: -0.91, Median Reward: 1.00, Std Reward: -62.00
Episode: 94, step: 9, Pop: 5/5, Epsilon: 0.67, Mean Loss: 52.02, Median Loss: 52.02, Std Loss: 52.02, Mean Reward: -1.63, Median Reward: 0.00, Std Reward: -123.90
Episode: 95, step: 9, Pop: 8/5, Epsilon: 0.66, Mean Loss: 61.60, Median Loss: 61.60, Std Loss: 61.60, Mean Reward: 2.55, Median Reward: 4.00, Std Reward: 224.20
Episode: 96, step: 9, Pop: 8/5, Epsilon: 0.66, Mean Loss: 61.86, Median Loss: 61.86, Std Loss: 61.86, Mean Reward: 0.21, Median Reward: 2.00, Std Reward: 19.50
Episode: 97, step: 9, Pop: 8/5, Epsilon: 0.66, Mean Loss: 66.58, Median Loss: 66.58, Std Loss: 66.58, Mean Reward: -0.12, Median Reward: 2.00, Std Reward: -11.00
Episode: 98, step: 9, Pop: 10/5, Epsilon: 0.66, Mean Loss: 54.75, Median Loss: 54.75, Std Loss: 54.75, Mean Reward: 0.81, Median Reward: 2.00, Std Reward: 81.40
Episode: 99, step: 9, Pop: 7/5, Epsilon: 0.65, Mean Loss: 50.73, Median Loss: 50.73, Std Loss: 50.73, Mean Reward: -0.90, Median Reward: 2.00, Std Reward: -72.80
Episode: 100, step: 9, Pop: 9/5, Epsilon: 0.65, Mean Loss: 42.66, Median Loss: 42.66, Std Loss: 42.66, Mean Reward: 0.47, Median Reward: 2.00, Std Reward: 42.90
Episode: 101, step: 9, Pop: 8/5, Epsilon: 0.65, Mean Loss: 42.68, Median Loss: 42.68, Std Loss: 42.68, Mean Reward: 1.93, Median Reward: 0.00, Std Reward: 172.20
Episode: 102, step: 9, Pop: 9/5, Epsilon: 0.65, Mean Loss: 57.74, Median Loss: 57.74, Std Loss: 57.74, Mean Reward: -1.79, Median Reward: 0.00, Std Reward: -163.00
Episode: 103, step: 9, Pop: 3/5, Epsilon: 0.64, Mean Loss: 47.55, Median Loss: 47.55, Std Loss: 47.55, Mean Reward: -1.34, Median Reward: 0.00, Std Reward: -79.10
Episode: 104, step: 9, Pop: 5/5, Epsilon: 0.64, Mean Loss: 48.07, Median Loss: 48.07, Std Loss: 48.07, Mean Reward: 0.74, Median Reward: 2.00, Std Reward: 49.90
Episode: 105, step: 9, Pop: 6/5, Epsilon: 0.64, Mean Loss: 43.29, Median Loss: 43.29, Std Loss: 43.29, Mean Reward: -1.20, Median Reward: 0.00, Std Reward: -98.00
Episode: 106, step: 9, Pop: 7/5, Epsilon: 0.63, Mean Loss: 59.09, Median Loss: 59.09, Std Loss: 59.09, Mean Reward: 1.29, Median Reward: 1.00, Std Reward: 103.60
Episode: 107, step: 9, Pop: 8/5, Epsilon: 0.63, Mean Loss: 60.77, Median Loss: 60.77, Std Loss: 60.77, Mean Reward: -0.19, Median Reward: 0.00, Std Reward: -16.80
Episode: 108, step: 9, Pop: 6/5, Epsilon: 0.63, Mean Loss: 52.72, Median Loss: 52.72, Std Loss: 52.72, Mean Reward: -1.67, Median Reward: 0.00, Std Reward: -142.00
Episode: 109, step: 9, Pop: 8/5, Epsilon: 0.63, Mean Loss: 37.14, Median Loss: 37.14, Std Loss: 37.14, Mean Reward: 0.95, Median Reward: 2.00, Std Reward: 86.80
Episode: 110, step: 9, Pop: 8/5, Epsilon: 0.62, Mean Loss: 54.76, Median Loss: 54.76, Std Loss: 54.76, Mean Reward: 1.04, Median Reward: 2.00, Std Reward: 89.20
Episode: 111, step: 9, Pop: 7/5, Epsilon: 0.62, Mean Loss: 37.25, Median Loss: 37.25, Std Loss: 37.25, Mean Reward: -1.20, Median Reward: 0.00, Std Reward: -97.10
Episode: 112, step: 9, Pop: 10/5, Epsilon: 0.62, Mean Loss: 37.29, Median Loss: 37.29, Std Loss: 37.29, Mean Reward: 0.19, Median Reward: 2.00, Std Reward: 18.50
Episode: 113, step: 9, Pop: 9/5, Epsilon: 0.61, Mean Loss: 43.95, Median Loss: 43.95, Std Loss: 43.95, Mean Reward: -1.62, Median Reward: 0.00, Std Reward: -157.00
Episode: 114, step: 9, Pop: 5/5, Epsilon: 0.61, Mean Loss: 76.17, Median Loss: 76.17, Std Loss: 76.17, Mean Reward: 1.51, Median Reward: 2.00, Std Reward: 101.00
Episode: 115, step: 9, Pop: 8/5, Epsilon: 0.61, Mean Loss: 39.17, Median Loss: 39.17, Std Loss: 39.17, Mean Reward: -0.43, Median Reward: 2.00, Std Reward: -41.70
Episode: 116, step: 9, Pop: 5/5, Epsilon: 0.61, Mean Loss: 60.76, Median Loss: 60.76, Std Loss: 60.76, Mean Reward: -0.35, Median Reward: 0.00, Std Reward: -23.90
Episode: 117, step: 9, Pop: 7/5, Epsilon: 0.61, Mean Loss: 48.89, Median Loss: 48.89, Std Loss: 48.89, Mean Reward: 1.63, Median Reward: 2.00, Std Reward: 127.00
Episode: 118, step: 9, Pop: 5/5, Epsilon: 0.60, Mean Loss: 81.57, Median Loss: 81.57, Std Loss: 81.57, Mean Reward: -0.34, Median Reward: 0.00, Std Reward: -27.50
Episode: 119, step: 9, Pop: 7/5, Epsilon: 0.60, Mean Loss: 54.03, Median Loss: 54.03, Std Loss: 54.03, Mean Reward: 1.41, Median Reward: 2.00, Std Reward: 110.20
Episode: 120, step: 9, Pop: 6/5, Epsilon: 0.60, Mean Loss: 53.62, Median Loss: 53.62, Std Loss: 53.62, Mean Reward: -0.73, Median Reward: 2.00, Std Reward: -66.80
Episode: 121, step: 9, Pop: 8/5, Epsilon: 0.59, Mean Loss: 54.69, Median Loss: 54.69, Std Loss: 54.69, Mean Reward: 0.80, Median Reward: 2.00, Std Reward: 75.70
Episode: 122, step: 9, Pop: 9/5, Epsilon: 0.59, Mean Loss: 72.32, Median Loss: 72.32, Std Loss: 72.32, Mean Reward: 1.30, Median Reward: 2.00, Std Reward: 123.70
Episode: 123, step: 9, Pop: 8/5, Epsilon: 0.59, Mean Loss: 50.47, Median Loss: 50.47, Std Loss: 50.47, Mean Reward: -0.23, Median Reward: 0.00, Std Reward: -18.80
Episode: 124, step: 9, Pop: 7/5, Epsilon: 0.59, Mean Loss: 44.37, Median Loss: 44.37, Std Loss: 44.37, Mean Reward: 0.46, Median Reward: 2.00, Std Reward: 40.60
Episode: 125, step: 9, Pop: 6/5, Epsilon: 0.59, Mean Loss: 70.38, Median Loss: 70.38, Std Loss: 70.38, Mean Reward: -0.13, Median Reward: 1.00, Std Reward: -10.50
Episode: 126, step: 9, Pop: 5/5, Epsilon: 0.58, Mean Loss: 65.66, Median Loss: 65.66, Std Loss: 65.66, Mean Reward: -2.63, Median Reward: 0.00, Std Reward: -208.00
Episode: 127, step: 9, Pop: 6/5, Epsilon: 0.58, Mean Loss: 98.82, Median Loss: 98.82, Std Loss: 98.82, Mean Reward: -0.41, Median Reward: 0.00, Std Reward: -33.90
Episode: 128, step: 9, Pop: 6/5, Epsilon: 0.58, Mean Loss: 52.39, Median Loss: 52.39, Std Loss: 52.39, Mean Reward: 1.53, Median Reward: 2.00, Std Reward: 122.40
Episode: 129, step: 9, Pop: 6/5, Epsilon: 0.57, Mean Loss: 51.52, Median Loss: 51.52, Std Loss: 51.52, Mean Reward: -0.16, Median Reward: 0.00, Std Reward: -11.70
Episode: 130, step: 9, Pop: 8/5, Epsilon: 0.57, Mean Loss: 45.57, Median Loss: 45.57, Std Loss: 45.57, Mean Reward: -1.02, Median Reward: 0.00, Std Reward: -90.40
Episode: 131, step: 9, Pop: 7/5, Epsilon: 0.57, Mean Loss: 39.58, Median Loss: 39.58, Std Loss: 39.58, Mean Reward: 0.73, Median Reward: 1.00, Std Reward: 58.10
Episode: 132, step: 9, Pop: 6/5, Epsilon: 0.57, Mean Loss: 37.59, Median Loss: 37.59, Std Loss: 37.59, Mean Reward: -0.75, Median Reward: 0.00, Std Reward: -55.00
Episode: 133, step: 9, Pop: 8/5, Epsilon: 0.56, Mean Loss: 68.53, Median Loss: 68.53, Std Loss: 68.53, Mean Reward: 0.08, Median Reward: 0.00, Std Reward: 6.90
Episode: 134, step: 9, Pop: 6/5, Epsilon: 0.56, Mean Loss: 68.16, Median Loss: 68.16, Std Loss: 68.16, Mean Reward: 2.77, Median Reward: 4.00, Std Reward: 174.70
Episode: 135, step: 9, Pop: 8/5, Epsilon: 0.56, Mean Loss: 39.38, Median Loss: 39.38, Std Loss: 39.38, Mean Reward: 2.26, Median Reward: 2.00, Std Reward: 189.60
Episode: 136, step: 9, Pop: 7/5, Epsilon: 0.56, Mean Loss: 30.58, Median Loss: 30.58, Std Loss: 30.58, Mean Reward: -1.30, Median Reward: 0.00, Std Reward: -105.20
Episode: 137, step: 9, Pop: 5/5, Epsilon: 0.56, Mean Loss: 45.60, Median Loss: 45.60, Std Loss: 45.60, Mean Reward: 0.77, Median Reward: 2.00, Std Reward: 49.80
Episode: 138, step: 9, Pop: 6/5, Epsilon: 0.55, Mean Loss: 46.24, Median Loss: 46.24, Std Loss: 46.24, Mean Reward: -0.32, Median Reward: 0.00, Std Reward: -22.00
